"","Indnum","Group","Activity","Units","Consumption","Quality_of_Life_Importance__1_10","solar_powered_water_heater","gas_water_heater","electric_water_heater_peak_hour","electric_water_heater_off_peak","gas","natural_gas","hybrid","electric_peak_hours","electric_off_peak_hours","jetfuel","TCF","TrQL"
"17069",633,2,"shower - short","count",4,87,0,0,0,0,0,0,0,0,0,0,0,348
"17070",633,2,"shower - long (> 3 min)","count",28,74,0,0,0,0,0,0,0,0,0,0,0,2072
"17071",633,2,"bath","count",0,15,0,0,0,0,0,0,0,0,0,0,0,0
"17072",633,2,"wash-up","count",54,44,4e-06,0,0,0,0,0,0,0,0,0,4e-06,2376
"17073",633,3,"use of dishwasher","count",16,20,2.5e-05,0.000165,0,0.000311,0,0,0,0,0,0,0.000501,320
"17074",633,3,"use of clothes washer","count",8,36,0,0,0,0,0,0,0,0,0,0,0,288
"17075",633,3,"use of clothes dryer","count",4,15,0,0,0,0,0,0,0,0,0,0,0,60
"17076",633,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17077",633,3,"use of  oven","count",9,40,0,0,0,0,0,0,0,0,0,0,0,360
"17078",633,3,"use of self-clean feature of electric oven","count",2,13,0,0,0,0,0,0,0,0,0,0,0,26
"17079",633,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17080",633,4,"TV/computer use","count",59,26,0,0,0,0,0,0,0,0,0,0,0,1534
"17081",633,5,"air travel - large plane","miles",3426,43,0,0,0,0,0,0,0,0,0,0,0,147318
"17082",633,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17083",633,5,"car trips- self only","miles",313,57,0,0,0,0,0.000551,0,0,0,0,0,0.000551,17841
"17084",633,5,"car trips - driver and self","miles",16,19,0,0,0,0,0.000554,0,0,0,0,0,0.000554,304
"17085",633,5,"car trips - 2+ people with multiple end points","miles",28,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17086",633,5,"trips using public ground transportation","bags",18,62,0,0,0,0,0,0,0,0,0,0,0,1116
"17087",633,6,"bags of garbage disposed","bags",26,47,0,0,0,0,0,0,0,0,0,0,0,1222
"17088",633,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17089",633,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17090",633,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17091",633,6,"large items disposed","items",2,13,0,0,0,0,0,0,0,0,0,0,0,26
"17092",634,1,"Household heating => 70F","count",6,92,0,0,0,0,0,0.000436,0,0,0,0,0.000436,552
"17093",634,1,"Household heating < 70F","count",4,64,0,0,0,0,0,0.000872,0,0,0,0,0.000872,256
"17094",634,1,"Use of heat pump","count",0,52,0,0,0,0,0,0,0,0,0,0,0,0
"17095",634,1,"Use of air conditioner","count",25,45,0,0,0,0,0,0,0,0,0,0,0,1125
"17096",634,2,"shower - short","count",4,93,0,0,0.000232,0,0,0,0,0,0,0,0.000232,372
"17097",634,2,"shower - long (> 3 min)","count",12,81,0,0,0,0,0,0,0,0,0,0,0,972
"17098",634,2,"bath","count",0,13,0,0,0,0,0,0,0,0,0,0,0,0
"17099",634,2,"wash-up","count",52,33,0,0,0,0,0,0,0,0,0,0,0,1716
"17100",634,3,"use of dishwasher","count",0,22,0,0,0,0,0,0,0,0,0,0,0,0
"17101",634,3,"use of clothes washer","count",4,36,0,0,0,0,0,0,0,0,0,0,0,144
"17102",634,3,"use of clothes dryer","count",3,17,0,0,0,0,0,0,0,0,0.000122,0,0.000122,51
"17103",634,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"17104",634,3,"use of  oven","count",10,37,0,0,0,0,0,0,0,0,0.00015,0,0.00015,370
"17105",634,3,"use of self-clean feature of electric oven","count",3,14,0,0,0,0,0,0,0,0,0,0,0,42
"17106",634,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17107",634,4,"TV/computer use","count",63,25,0,0,0,0,0,0,0,0,0,0,0,1575
"17108",634,5,"air travel - large plane","miles",3171,50,0,0,0,0,0,0,0,0,0,0.000179,0.000179,158550
"17109",634,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0.000408,0.000408,0
"17110",634,5,"car trips- self only","miles",342,55,0,0,0,0,0.000551,0,0,0,0,0,0.000551,18810
"17111",634,5,"car trips - driver and self","miles",34,30,0,0,0,0,0.000554,0,0,0,0,0,0.000554,1020
"17112",634,5,"car trips - 2+ people with multiple end points","miles",14,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17113",634,5,"trips using public ground transportation","bags",12,51,0,0,0,0,0,0,0,0,0,0,0,612
"17114",634,6,"bags of garbage disposed","bags",28,47,0,0,0,0,0,0,0,0,0,0,0,1316
"17115",634,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17116",634,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17117",634,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17118",634,6,"large items disposed","items",0,14,0,0,0,0,0,0,0,0,0,0,0,0
"17119",635,1,"Household heating => 70F","hours",7,71,0,0,0,0,0,0.000436,0,0,0,0,0.000436,497
"17120",635,1,"Household heating < 70F","hours",9,69,0,0,0,0,0,0.000872,0,0,0,0,0.000872,621
"17121",635,1,"Use of heat pump","hours",0,46,0,0,0,0,0,0,0,0,0,0,0,0
"17122",635,1,"Use of air conditioner","hours",31,45,0,0,0,0,0,0,0,0,0,0,0,1395
"17123",635,2,"shower - short","count",7,85,0,0,0,0,0,0,0,0,0,0,0,595
"17124",635,2,"shower - long (> 3 min)","count",34,85,1.7e-05,0,0,0,0,0,0,0,0,0,1.7e-05,2890
"17125",635,2,"bath","count",0,20,0,0,0,0,0,0,0,0,0,0,0,0
"17126",635,2,"wash-up","count",50,40,0,0,0,0,0,0,0,0,0,0,0,2000
"17127",635,3,"use of dishwasher","count",0,25,0,0,0,0,0,0,0,0,0,0,0,0
"17128",635,3,"use of clothes washer","count",4,27,0,0.000199,0,0,0,0,0,0,0,0,0.000199,108
"17129",635,3,"use of clothes dryer","count",3,15,0,0,0,0,0,0,0,0,0,0,0,45
"17130",635,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17131",635,3,"use of  oven","count",11,35,0,0,0,0,0,0,0,0,0,0,0,385
"17132",635,3,"use of self-clean feature of electric oven","count",1,16,0,0,0,0,0,0,0,0,0,0,0,16
"17133",635,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17134",635,4,"TV/computer use","count",64,24,0,0,0,0,0,0,0,0,0,0,0,1536
"17135",635,5,"air travel - large plane","miles",2096,41,0,0,0,0,0,0,0,0,0,0,0,85936
"17136",635,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0.000408,0.000408,0
"17137",635,5,"car trips- self only","miles",280,43,0,0,0,0,0.000551,0,0,0,0,0,0.000551,12040
"17138",635,5,"car trips - driver and self","miles",26,31,0,0,0,0,0.000554,0,0,0,0,0,0.000554,806
"17139",635,5,"car trips - 2+ people with multiple end points","miles",25,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17140",635,5,"trips using public ground transportation","bags",17,59,0,0,0,0,0,0,0,0,0,0,0,1003
"17141",635,6,"bags of garbage disposed","bags",19,49,0,0,0,0,0,0,0,0,0,0,0,931
"17142",635,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17143",635,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17144",635,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17145",635,6,"large items disposed","items",1,13,0,0,0,0,0,0,0,0,0,0,0,13
"17146",636,1,"Household heating => 70F","count",3,89,0,0,0,0,0,0.000436,0,0,0,0,0.000436,267
"17147",636,1,"Household heating < 70F","count",9,67,0,0,0,0,0,0.000872,0,0,0,0,0.000872,603
"17148",636,1,"Use of heat pump","count",0,41,0,0,0,0,0,0,0,0,0,0,0,0
"17149",636,1,"Use of air conditioner","count",27,42,0,0,0,0,0,0,0,0,0,0,0,1134
"17150",636,2,"shower - short","count",3,91,0,0,0,0,0,0,0,0,0,0,0,273
"17151",636,2,"shower - long (> 3 min)","count",19,77,1.7e-05,0,0,0,0,0,0,0,0,0,1.7e-05,1463
"17152",636,2,"bath","count",0,20,0,0.000254,0,0,0,0,0,0,0,0,0.000254,0
"17153",636,2,"wash-up","count",50,27,0,0,0,0,0,0,0,0,0,0,0,1350
"17154",636,3,"use of dishwasher","count",16,21,0,0,0,0.000311,0,0,0,0,0,0,0.000311,336
"17155",636,3,"use of clothes washer","count",8,35,0,0.000199,0,0.000382,0,0,0,0,0,0,0.000581,280
"17156",636,3,"use of clothes dryer","count",2,11,0,0,0,0,0,0,0,0,0.000122,0,0.000122,22
"17157",636,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"17158",636,3,"use of  oven","count",8,38,0,0,0,0,0,0,0,0,0.00015,0,0.00015,304
"17159",636,3,"use of self-clean feature of electric oven","count",1,16,0,0,0,0,0,0,0,0,0,0,0,16
"17160",636,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17161",636,4,"TV/computer use","count",58,31,0,0,0,0,0,0,0,0,0,0,0,1798
"17162",636,5,"air travel - large plane","miles",3114,46,0,0,0,0,0,0,0,0,0,0.000179,0.000179,143244
"17163",636,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17164",636,5,"car trips- self only","miles",417,55,0,0,0,0,0.000551,0,0,0,0,0,0.000551,22935
"17165",636,5,"car trips - driver and self","miles",33,36,0,0,0,0,0.000554,0,0,0,0,0,0.000554,1188
"17166",636,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17167",636,5,"trips using public ground transportation","bags",12,54,0,0,0,0,0,0,0,0,0,0,0,648
"17168",636,6,"bags of garbage disposed","bags",20,42,0,0,0,0,0,0,0,0,0,0,0,840
"17169",636,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17170",636,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17171",636,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17172",636,6,"large items disposed","items",2,20,0,0,0,0,0,0,0,0,0,0,0,40
"17173",637,1,"Household heating => 70F","hours",8,61,0,0,0,0,0,0.000436,0,0,0,0,0.000436,488
"17174",637,1,"Household heating < 70F","hours",4,79,0,0,0,0,0,0.000872,0,0,0,0,0.000872,316
"17175",637,1,"Use of heat pump","hours",0,44,0,0,0,0,0,0,0,0,0,0,0,0
"17176",637,1,"Use of air conditioner","hours",30,46,0,0,0,0,0,0,0,0,0,0,0,1380
"17177",637,2,"shower - short","count",4,85,0,0,0,0,0,0,0,0,0,0,0,340
"17178",637,2,"shower - long (> 3 min)","count",13,89,0,0,0,0,0,0,0,0,0,0,0,1157
"17179",637,2,"bath","count",0,15,0,0,0,0,0,0,0,0,0,0,0,0
"17180",637,2,"wash-up","count",40,34,0,0,0,0,0,0,0,0,0,0,0,1360
"17181",637,3,"use of dishwasher","count",0,23,0,0,0,0,0,0,0,0,0,0,0,0
"17182",637,3,"use of clothes washer","count",7,44,3.3e-05,0,0,0,0,0,0,0,0,0,3.3e-05,308
"17183",637,3,"use of clothes dryer","count",1,18,0,0,0,0,0,0,0,0,0,0,0,18
"17184",637,3,"use of cooking range","count",9,0,0,0,0,0,0,0,0,0,0,0,0,0
"17185",637,3,"use of  oven","count",12,34,0,0,0,0,0,0,0,0,0,0,0,408
"17186",637,3,"use of self-clean feature of electric oven","count",1,19,0,0,0,0,0,0,0,0,0,0,0,19
"17187",637,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17188",637,4,"TV/computer use","count",60,27,0,0,0,0,0,0,0,0,0,0,0,1620
"17189",637,5,"air travel - large plane","miles",3293,46,0,0,0,0,0,0,0,0,0,0,0,151478
"17190",637,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0.000408,0.000408,0
"17191",637,5,"car trips- self only","miles",457,58,0,0,0,0,0.000551,0,0,0,0,0,0.000551,26506
"17192",637,5,"car trips - driver and self","miles",24,28,0,0,0,0,0.000554,0,0,0,0,0,0.000554,672
"17193",637,5,"car trips - 2+ people with multiple end points","miles",22,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17194",637,5,"trips using public ground transportation","bags",12,58,0,0,0,0,0,0,0,0,0,0,0,696
"17195",637,6,"bags of garbage disposed","bags",21,41,0,0,0,0,0,0,0,0,0,0,0,861
"17196",637,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17197",637,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17198",637,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17199",637,6,"large items disposed","items",2,13,0,0,0,0,0,0,0,0,0,0,0,26
"17200",638,1,"Household heating => 70F","count",4,84,0,0,0,0,0,0.000436,0,0,0,0,0.000436,336
"17201",638,1,"Household heating < 70F","count",9,68,0,0,0,0,0,0.000872,0,0,0,0,0.000872,612
"17202",638,1,"Use of heat pump","count",3,47,0,0,0,0,0,0,0,0,0,0,0,141
"17203",638,1,"Use of air conditioner","count",23,56,0,0,0,0,0,0,0,0,0,0,0,1288
"17204",638,2,"shower - short","count",5,97,0,0,0.000232,0.000199,0,0,0,0,0,0,0.000431,485
"17205",638,2,"shower - long (> 3 min)","count",27,85,0,0,0,0,0,0,0,0,0,0,0,2295
"17206",638,2,"bath","count",0,20,0,0,0,0,0,0,0,0,0,0,0,0
"17207",638,2,"wash-up","count",48,38,0,0,0,0,0,0,0,0,0,0,0,1824
"17208",638,3,"use of dishwasher","count",0,19,2.5e-05,0,0,0,0,0,0,0,0,0,2.5e-05,0
"17209",638,3,"use of clothes washer","count",2,33,0,0,0,0,0,0,0,0,0,0,0,66
"17210",638,3,"use of clothes dryer","count",4,12,0,0,0,0,0,0,0,0,0.000122,0,0.000122,48
"17211",638,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"17212",638,3,"use of  oven","count",12,41,0,0,0,0,0,0,0,0,0.00015,0,0.00015,492
"17213",638,3,"use of self-clean feature of electric oven","count",3,20,0,0,0,0,0,0,0,0,0,0,0,60
"17214",638,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17215",638,4,"TV/computer use","count",64,26,0,0,0,0,0,0,0,0,0,0,0,1664
"17216",638,5,"air travel - large plane","miles",3912,49,0,0,0,0,0,0,0,0,0,0.000179,0.000179,191688
"17217",638,5,"air travel - small  plane (<50 seats)","miles",676,33,0,0,0,0,0,0,0,0,0,0,0,22308
"17218",638,5,"car trips- self only","miles",364,42,0,0,0,0,0.000551,0,0,0,0,0,0.000551,15288
"17219",638,5,"car trips - driver and self","miles",32,26,0,0,0,0,0.000554,0,0,0,0,0,0.000554,832
"17220",638,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17221",638,5,"trips using public ground transportation","bags",13,59,0,0,0,0,0,0,0,0,0,0,0,767
"17222",638,6,"bags of garbage disposed","bags",17,42,0,0,0,0,0,0,0,0,0,0,0,714
"17223",638,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17224",638,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17225",638,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17226",638,6,"large items disposed","items",2,17,0,0,0,0,0,0,0,0,0,0,0,34
"17227",639,1,"Household heating => 70F","hours",10,70,0,0,0,0,0,0.000436,0,0,0,0,0.000436,700
"17228",639,1,"Household heating < 70F","hours",7,74,0,0,0,0,0,0.000872,0,0,0,0,0.000872,518
"17229",639,1,"Use of heat pump","hours",0,47,0,0,0,0,0,0,0,0,0,0,0,0
"17230",639,1,"Use of air conditioner","hours",24,42,0,0,0,0,0,0,0,0,0,0,0,1008
"17231",639,2,"shower - short","count",4,90,0,0,0.000232,0,0,0,0,0,0,0,0.000232,360
"17232",639,2,"shower - long (> 3 min)","count",35,82,0,0,0,0,0,0,0,0,0,0,0,2870
"17233",639,2,"bath","count",0,13,0,0,0,0,0,0,0,0,0,0,0,0
"17234",639,2,"wash-up","count",51,24,0,0,0,0,0,0,0,0,0,0,0,1224
"17235",639,3,"use of dishwasher","count",0,19,0,0,0,0,0,0,0,0,0,0,0,0
"17236",639,3,"use of clothes washer","count",7,45,0,0,0.000433,0,0,0,0,0,0,0,0.000433,315
"17237",639,3,"use of clothes dryer","count",4,21,0,0,0,0,0,0,0,0,0,0,0,84
"17238",639,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17239",639,3,"use of  oven","count",12,33,0,0,0,0,0,0,0,0,0,0,0,396
"17240",639,3,"use of self-clean feature of electric oven","count",4,20,0,0,0,0,0,0,0,0,0,0,0,80
"17241",639,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17242",639,4,"TV/computer use","count",62,28,0,0,0,0,0,0,0,0,0,0,0,1736
"17243",639,5,"air travel - large plane","miles",2783,42,0,0,0,0,0,0,0,0,0,0,0,116886
"17244",639,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17245",639,5,"car trips- self only","miles",368,48,0,0,0,0,0.000551,0,0,0,0,0,0.000551,17664
"17246",639,5,"car trips - driver and self","miles",14,29,0,0,0,0,0.000554,0,0,0,0,0,0.000554,406
"17247",639,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17248",639,5,"trips using public ground transportation","bags",19,52,0,0,0,0,0,0,0,0,0,0,0,988
"17249",639,6,"bags of garbage disposed","bags",25,46,0,0,0,0,0,0,0,0,0,0,0,1150
"17250",639,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17251",639,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17252",639,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17253",639,6,"large items disposed","items",1,15,0,0,0,0,0,0,0,0,0,0,0,15
"17254",640,1,"Household heating => 70F","count",8,91,0,0,0,0,0,0.000436,0,0,0,0,0.000436,728
"17255",640,1,"Household heating < 70F","count",8,85,0,0,0,0,0,0.000872,0,0,0,0,0.000872,680
"17256",640,1,"Use of heat pump","count",0,52,0,0,0,0,0,0,0,0,0,0,0,0
"17257",640,1,"Use of air conditioner","count",31,39,0,0,0,0,0,0,0,0,0,0,0,1209
"17258",640,2,"shower - short","count",4,98,0,0,0,0,0,0,0,0,0,0,0,392
"17259",640,2,"shower - long (> 3 min)","count",30,85,1.7e-05,0,0,0,0,0,0,0,0,0,1.7e-05,2550
"17260",640,2,"bath","count",0,18,0,0,0,0,0,0,0,0,0,0,0,0
"17261",640,2,"wash-up","count",52,44,0,0,0,0,0,0,0,0,0,0,0,2288
"17262",640,3,"use of dishwasher","count",0,24,0,0,0,0,0,0,0,0,0,0,0,0
"17263",640,3,"use of clothes washer","count",2,28,0,0,0,0,0,0,0,0,0,0,0,56
"17264",640,3,"use of clothes dryer","count",2,16,0,0,0,0,0,0,0,0,0.000122,0,0.000122,32
"17265",640,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"17266",640,3,"use of  oven","count",9,35,0,0,0,0,0,0,0,0,0.00015,0,0.00015,315
"17267",640,3,"use of self-clean feature of electric oven","count",2,14,0,0,0,0,0,0,0,0,0,0,0,28
"17268",640,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17269",640,4,"TV/computer use","count",58,23,0,0,0,0,0,0,0,0,0,0,0,1334
"17270",640,5,"air travel - large plane","miles",2327,49,0,0,0,0,0,0,0,0,0,0.000179,0.000179,114023
"17271",640,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17272",640,5,"car trips- self only","miles",277,62,0,0,0,0,0.000551,0,0,0,0,0,0.000551,17174
"17273",640,5,"car trips - driver and self","miles",18,26,0,0,0,0,0.000554,0,0,0,0,0,0.000554,468
"17274",640,5,"car trips - 2+ people with multiple end points","miles",18,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17275",640,5,"trips using public ground transportation","bags",16,56,0,0,0,0,0,0,0,0,0,0,0,896
"17276",640,6,"bags of garbage disposed","bags",28,51,0,0,0,0,0,0,0,0,0,0,0,1428
"17277",640,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17278",640,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17279",640,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17280",640,6,"large items disposed","items",2,19,0,0,0,0,0,0,0,0,0,0,0,38
"17281",641,1,"Household heating => 70F","hours",6,63,0,0,0,0,0,0.000436,0,0,0,0,0.000436,378
"17282",641,1,"Household heating < 70F","hours",5,68,0,0,0,0,0,0.000872,0,0,0,0,0.000872,340
"17283",641,1,"Use of heat pump","hours",0,42,0,0,0,0,0,0,0,0,0,0,0,0
"17284",641,1,"Use of air conditioner","hours",32,48,0,0,0,0,0,0,0,0,0,0,0,1536
"17285",641,2,"shower - short","count",6,92,0,0,0,0,0,0,0,0,0,0,0,552
"17286",641,2,"shower - long (> 3 min)","count",32,87,1.7e-05,0,0,0,0,0,0,0,0,0,1.7e-05,2784
"17287",641,2,"bath","count",0,18,0,0,0,0,0,0,0,0,0,0,0,0
"17288",641,2,"wash-up","count",44,27,0,0,0,0,0,0,0,0,0,0,0,1188
"17289",641,3,"use of dishwasher","count",0,25,0,0,0,0,0,0,0,0,0,0,0,0
"17290",641,3,"use of clothes washer","count",2,32,0,0,0,0,0,0,0,0,0,0,0,64
"17291",641,3,"use of clothes dryer","count",4,14,0,0,0,0,0,0,0,0,0,0,0,56
"17292",641,3,"use of cooking range","count",17,0,0,0,0,0,0,0,0,0,0,0,0,0
"17293",641,3,"use of  oven","count",12,37,0,0,0,0,0,0,0,0,0,0,0,444
"17294",641,3,"use of self-clean feature of electric oven","count",1,12,0,0,0,0,0,0,0,0,0,0,0,12
"17295",641,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17296",641,4,"TV/computer use","count",60,28,0,0,0,0,0,0,0,0,0,0,0,1680
"17297",641,5,"air travel - large plane","miles",2039,46,0,0,0,0,0,0,0,0,0,0,0,93794
"17298",641,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17299",641,5,"car trips- self only","miles",297,61,0,0,0,0,0.000551,0,0,0,0,0,0.000551,18117
"17300",641,5,"car trips - driver and self","miles",36,29,0,0,0,0,0.000554,0,0,0,0,0,0.000554,1044
"17301",641,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17302",641,5,"trips using public ground transportation","bags",19,54,0,0,0,0,0,0,0,0,0,0,0,1026
"17303",641,6,"bags of garbage disposed","bags",28,48,0,0,0,0,0,0,0,0,0,0,0,1344
"17304",641,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17305",641,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17306",641,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17307",641,6,"large items disposed","items",2,13,0,0,0,0,0,0,0,0,0,0,0,26
"17308",642,1,"Household heating => 70F","count",7,83,0,0,0,0,0,0.000436,0,0,0,0,0.000436,581
"17309",642,1,"Household heating < 70F","count",2,72,0,0,0,0,0,0.000872,0,0,0,0,0.000872,144
"17310",642,1,"Use of heat pump","count",0,44,0,0,0,0,0,0,0,0,0,0,0,0
"17311",642,1,"Use of air conditioner","count",16,51,0,0,0,0,0,0,0,0,0,0,0,816
"17312",642,2,"shower - short","count",6,89,0,0,0,0,0,0,0,0,0,0,0,534
"17313",642,2,"shower - long (> 3 min)","count",19,73,0,0,0,0,0,0,0,0,0,0,0,1387
"17314",642,2,"bath","count",0,14,0,0,0,0,0,0,0,0,0,0,0,0
"17315",642,2,"wash-up","count",38,42,0,0,0,0,0,0,0,0,0,0,0,1596
"17316",642,3,"use of dishwasher","count",0,20,0,0,0,0.000311,0,0,0,0,0,0,0.000311,0
"17317",642,3,"use of clothes washer","count",2,37,3.3e-05,0,0,0,0,0,0,0,0,0,3.3e-05,74
"17318",642,3,"use of clothes dryer","count",1,16,0,0,0,0,0,0,0,0,0.000122,0,0.000122,16
"17319",642,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"17320",642,3,"use of  oven","count",9,32,0,0,0,0,0,0,0,0,0.00015,0,0.00015,288
"17321",642,3,"use of self-clean feature of electric oven","count",1,18,0,0,0,0,0,0,0,0,0,0,0,18
"17322",642,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17323",642,4,"TV/computer use","count",63,26,0,0,0,0,0,0,0,0,0,0,0,1638
"17324",642,5,"air travel - large plane","miles",3165,44,0,0,0,0,0,0,0,0,0,0.000179,0.000179,139260
"17325",642,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0.000408,0.000408,0
"17326",642,5,"car trips- self only","miles",266,51,0,0,0,0,0.000551,0,0,0,0,0,0.000551,13566
"17327",642,5,"car trips - driver and self","miles",26,36,0,0,0,0,0.000554,0,0,0,0,0,0.000554,936
"17328",642,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"17329",642,5,"trips using public ground transportation","bags",18,47,0,0,0,0,0,0,0,0,0,0,0,846
"17330",642,6,"bags of garbage disposed","bags",18,49,0,0,0,0,0,0,0,0,0,0,0,882
"17331",642,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17332",642,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17333",642,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17334",642,6,"large items disposed","items",0,16,0,0,0,0,0,0,0,0,0,0,0,0
"17335",643,1,"Household heating => 70F","hours",9,70,0,0,0,0,0,0.000436,0,0,0,0,0.000436,630
"17336",643,1,"Household heating < 70F","hours",7,64,0,0,0,0,0,0.000872,0,0,0,0,0.000872,448
"17337",643,1,"Use of heat pump","hours",4,47,0,0,0,0,0,0,0,0,0,0,0,188
