Indnum,Group,Activity,Units,Consumption,Quality_of_Life_Importance__1_10,solar_powered__water_heater,gas_water_heater,electric_water_heater___peak_hou,electric_water_heater___off_peak,gas,natural_gas,hybrid,electric___peak_hours,electric___off_peak_hours,jetfuel
609,5,car trips - driver and self,miles,30,40,,,,,1,,,,,
609,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
609,5,trips using public ground transportation,bags,13,46,,,,,,,,,,
609,6,bags of garbage disposed,bags,25,49,,,,,,,,,,
609,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
609,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
609,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
609,6,large items disposed,items,,13,,,,,,,,,,
610,1,Household heating => 70F,count,4,87,,1,1,,,1,,,,
610,1,Household heating < 70F,count,7,78,,,1,,,1,,,,
610,1,Use of heat pump,count,,54,,,,,,,,,,
610,1,Use of air conditioner,count,18,43,,,,,,,,,,
610,2,shower - short,count,7,83,,,,,,,,,,
610,2,shower - long (> 3 min),count,34,77,,1,,,,,,,,
610,2,bath,count,,20,,,,,,,,,,
610,2,wash-up,count,37,39,,,,,,,,1,,
610,3,use of dishwasher,count,,23,,,,,,,,,,
610,3,use of clothes washer,count,2,43,,,,,,,,,,
610,3,use of clothes dryer,count,3,17,,1,,,,,,,1,
610,3,use of cooking range,count,,,,,,1,,,,,1,
610,3,use of  oven,count,9,33,,,,,,,,,1,
610,3,use of self-clean feature of electric oven,count,2,21,,,,,,,,,,
610,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
610,4,TV/computer use,count,61,26,,,,,,,,,,
610,5,air travel - large plane,miles,2085,43,,,,,,,,,,
610,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
610,5,car trips- self only,miles,339,61,,,,,1,,,,,
610,5,car trips - driver and self,miles,30,29,,,,,1,,,,,
610,5,car trips - 2+ people with multiple end points,miles,26,,,,,,1,,,,,
610,5,trips using public ground transportation,bags,12,58,,,,,,,,,,
610,6,bags of garbage disposed,bags,24,44,,,,,,,,,,
610,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
610,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
610,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
610,6,large items disposed,items,,16,,,,,,,,,,
611,1,Household heating => 70F,hours,8,71,,,,,,1,,,,
611,1,Household heating < 70F,hours,8,68,,,,,,1,,,,
611,1,Use of heat pump,hours,,55,,,,,,,,,,
611,1,Use of air conditioner,hours,31,49,,,,,,,,,,
611,2,shower - short,count,3,93,,,,,,,,,,
611,2,shower - long (> 3 min),count,19,91,,,,,,,,,,
611,2,bath,count,,19,,,,,,,,,,
611,2,wash-up,count,51,27,,,,,,,,,,
611,3,use of dishwasher,count,,20,,,,,,,,,,
611,3,use of clothes washer,count,8,34,,,,,,,,,,
611,3,use of clothes dryer,count,2,17,,,,,,,,,,
611,3,use of cooking range,count,,,,,,,,,,,,
611,3,use of  oven,count,10,31,,,,,,,,,,
611,3,use of self-clean feature of electric oven,count,2,13,,,,1,,,,,,
611,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
611,4,TV/computer use,count,64,28,,,,,,,,,,
611,5,air travel - large plane,miles,3594,47,,,,,,,,,,
611,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
611,5,car trips- self only,miles,295,50,,,,,1,,,,,
611,5,car trips - driver and self,miles,20,40,,,,,1,,,,,
611,5,car trips - 2+ people with multiple end points,miles,22,,,,,,1,,,,,
611,5,trips using public ground transportation,bags,19,47,,,,,,,,,,
611,6,bags of garbage disposed,bags,28,48,,,,,,,,,,
611,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
611,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
611,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
611,6,large items disposed,items,2,19,,,,,,,,,,
612,1,Household heating => 70F,count,4,83,,,,,,1,,,,
612,1,Household heating < 70F,count,3,75,,,,,,1,,,,
612,1,Use of heat pump,count,,46,,,,,,,,,,
612,1,Use of air conditioner,count,23,55,,,,,,,,,,
612,2,shower - short,count,6,98,,,,,,,,,,
612,2,shower - long (> 3 min),count,39,84,,,,,,,,,,
612,2,bath,count,,17,,,,,,,,,,
612,2,wash-up,count,50,36,,,,,,,,,,
612,3,use of dishwasher,count,,25,,,,,,,,,,
612,3,use of clothes washer,count,5,30,,,,,,,,,,
612,3,use of clothes dryer,count,1,18,,,,,,,,,1,
612,3,use of cooking range,count,,,,,,,,,,,1,
612,3,use of  oven,count,12,38,,,,,,,,,1,
612,3,use of self-clean feature of electric oven,count,4,13,,,,,,,,,,
612,3,Small kitchen appliance in the home,count,62,,,,,,,,,,,
612,4,TV/computer use,count,61,26,,,,,,,,,,
612,5,air travel - large plane,miles,2445,47,,,,,,,,,,1
612,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
612,5,car trips- self only,miles,268,52,,,,,1,,,,,
612,5,car trips - driver and self,miles,35,29,,,,,1,,,,,
612,5,car trips - 2+ people with multiple end points,miles,17,,,,,,1,,,,,
612,5,trips using public ground transportation,bags,16,61,,,,,,,,,,
612,6,bags of garbage disposed,bags,17,42,,,,,,,,,,
612,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
612,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
612,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
612,6,large items disposed,items,1,18,,,,,,,,,,
613,1,Household heating => 70F,hours,7,90,,,1,,,1,,,,
613,1,Household heating < 70F,hours,8,92,,,,,,1,,,,
613,1,Use of heat pump,hours,,43,,,,,,,,,,
613,1,Use of air conditioner,hours,29,58,,,,,,,,,,
613,2,shower - short,count,5,86,,,,,,,,,,
613,2,shower - long (> 3 min),count,11,83,,,1,,,,,,,
613,2,bath,count,,12,,,,,,,,,,
613,2,wash-up,count,47,40,,,,,,,,,,
613,3,use of dishwasher,count,,20,,,,,,,,,,
613,3,use of clothes washer,count,4,40,,,,,,,,,,
613,3,use of clothes dryer,count,4,14,,,,,,,,,,
613,3,use of cooking range,count,,,,,,,,,,,,
613,3,use of  oven,count,10,40,,,,,,,,,,
613,3,use of self-clean feature of electric oven,count,4,11,,,,,,,,,,
613,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
613,4,TV/computer use,count,59,29,,,,,,,,,,
613,5,air travel - large plane,miles,3619,49,,,,,,,,,,
613,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
613,5,car trips- self only,miles,327,44,,,,,1,,,,,
613,5,car trips - driver and self,miles,33,34,,,,,1,,,,,
613,5,car trips - 2+ people with multiple end points,miles,28,,,,,,1,,,,,
613,5,trips using public ground transportation,bags,15,51,,,,,,,,,,
613,6,bags of garbage disposed,bags,18,45,,,,,,,,,,
613,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
613,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
613,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
613,6,large items disposed,items,1,19,,,,,,,,,,
614,1,Household heating => 70F,count,5,63,,1,,,,1,,,,
614,1,Household heating < 70F,count,3,71,,,,,,1,,,,
614,1,Use of heat pump,count,,55,,,,,,,,,,
614,1,Use of air conditioner,count,28,47,,,,,,,,,,
614,2,shower - short,count,5,94,,,,,,,,,,
614,2,shower - long (> 3 min),count,15,88,,,,,,,,,,
614,2,bath,count,,18,,,,,,,,,,
614,2,wash-up,count,38,36,,,,,,,,,,
614,3,use of dishwasher,count,,20,,,,,,,,,,
614,3,use of clothes washer,count,3,31,,,,,,,,,,
614,3,use of clothes dryer,count,1,18,,,,,,,,,1,
614,3,use of cooking range,count,,,,,,,,,,,1,
614,3,use of  oven,count,9,40,,,,,,,,,1,
614,3,use of self-clean feature of electric oven,count,3,17,,,,,,,,,,
614,3,Small kitchen appliance in the home,count,59,,,,,,,,,,,
614,4,TV/computer use,count,62,28,,,,,,,,,,
614,5,air travel - large plane,miles,2028,42,,,,,,,,,,
614,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
614,5,car trips- self only,miles,340,53,,,,,1,,,,,
614,5,car trips - driver and self,miles,17,28,,,,,1,,,,,
614,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
614,5,trips using public ground transportation,bags,14,60,,,,,,,,,,
614,6,bags of garbage disposed,bags,21,50,,,,,,,,,,
614,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
614,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
614,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
614,6,large items disposed,items,,14,,,,,,,,,,
615,1,Household heating => 70F,hours,6,68,,,,,,1,,,,
615,1,Household heating < 70F,hours,3,63,,,,,,1,,,,
615,1,Use of heat pump,hours,,41,,,,,,,,,,
615,1,Use of air conditioner,hours,21,53,,,,,,,,,,
615,2,shower - short,count,7,96,,,,,,,,,,
615,2,shower - long (> 3 min),count,37,88,,,,,,,,,,
615,2,bath,count,,17,,,,,,,,,,
615,2,wash-up,count,50,32,,,,,,,,,,
615,3,use of dishwasher,count,,22,,,,,,,,,,
615,3,use of clothes washer,count,3,32,,,,,,,,,,
615,3,use of clothes dryer,count,4,11,,,,,,,,,,
615,3,use of cooking range,count,,,,,,,,,,,,
615,3,use of  oven,count,9,38,,,,,,,,,,
615,3,use of self-clean feature of electric oven,count,1,12,,,,,,,,,,
615,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
615,4,TV/computer use,count,59,27,,,,,,,,,,
615,5,air travel - large plane,miles,2319,42,,,,,,,,,,
615,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
615,5,car trips- self only,miles,341,57,,,,,1,,,,,
615,5,car trips - driver and self,miles,34,29,,,,,1,,,,,
615,5,car trips - 2+ people with multiple end points,miles,13,,,,,,1,,,,,
615,5,trips using public ground transportation,bags,15,50,,,,,,,,,,
615,6,bags of garbage disposed,bags,17,43,,,,,,,,,,
615,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
615,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
615,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
615,6,large items disposed,items,2,12,,,,,,,,,,
616,1,Household heating => 70F,count,2,92,,,,1,,1,,,,
616,1,Household heating < 70F,count,4,68,,1,,,,1,,,,
616,1,Use of heat pump,count,,49,1,,,,,,,,,
616,1,Use of air conditioner,count,14,48,1,,,,,,,,,
616,2,shower - short,count,4,95,,,,,,,,,,
616,2,shower - long (> 3 min),count,19,80,,,,,,,,,,
616,2,bath,count,,14,,,,,,,,,,
616,2,wash-up,count,43,43,,1,,,,,,,,
616,3,use of dishwasher,count,,21,,,,1,,,,,,
616,3,use of clothes washer,count,2,41,,,,,,,,,,
616,3,use of clothes dryer,count,4,16,,,,,,,,,1,
616,3,use of cooking range,count,,,,,,,,,,,1,
616,3,use of  oven,count,8,41,,,,,,,,,1,
616,3,use of self-clean feature of electric oven,count,2,16,,,1,,,,,,,
616,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
616,4,TV/computer use,count,63,28,,,,,,,,,,
616,5,air travel - large plane,miles,2413,41,,,,,,,,,,1
616,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
616,5,car trips- self only,miles,357,47,,,,,1,,,,,
616,5,car trips - driver and self,miles,19,40,,,,,1,,,,,
616,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
616,5,trips using public ground transportation,bags,13,44,,,,,,,,,,
616,6,bags of garbage disposed,bags,25,49,,,,,,,,,,
616,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
616,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
616,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
616,6,large items disposed,items,,15,,,,,,,,,,
617,1,Household heating => 70F,hours,9,78,1,,,,,1,,,,
617,1,Household heating < 70F,hours,6,71,,,,,,1,,,,
617,1,Use of heat pump,hours,-2,52,1,,,,,,,,,
617,1,Use of air conditioner,hours,13,49,,,,,,,,,,
617,2,shower - short,count,8,82,,,,,,,,,,
617,2,shower - long (> 3 min),count,14,80,,,,,,,,,,
617,2,bath,count,,9,,,,,,,,,,
617,2,wash-up,count,45,29,,,,,,,,,,
617,3,use of dishwasher,count,,21,,,,,,,,,,
617,3,use of clothes washer,count,8,42,,,,,1,,,,,
617,3,use of clothes dryer,count,4,18,,1,,,,,,,,
617,3,use of cooking range,count,,,,,,,,,,,,
617,3,use of  oven,count,10,37,,,,,,,,,,
617,3,use of self-clean feature of electric oven,count,1,20,,,,,,,,,,
617,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
617,4,TV/computer use,count,58,27,,,,,,,,,,
617,5,air travel - large plane,miles,3036,42,,,,,,,,,,
617,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
617,5,car trips- self only,miles,404,49,,,,,1,,,,,
617,5,car trips - driver and self,miles,31,38,,,,,1,,,,,
617,5,car trips - 2+ people with multiple end points,miles,21,,,,,,1,,,,,
617,5,trips using public ground transportation,bags,13,50,,,,,,,,,,
617,6,bags of garbage disposed,bags,25,41,,,,,,,,,,
617,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
617,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
617,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
617,6,large items disposed,items,2,19,,,,,,,,,,
618,1,Household heating => 70F,count,9,65,,,,,,1,,,,
618,1,Household heating < 70F,count,1,65,,,,,,1,,,,
618,1,Use of heat pump,count,-2,50,,,,,,,,,,
618,1,Use of air conditioner,count,21,50,,,,1,,,,,,
618,2,shower - short,count,4,82,,,1,,,,,,,
618,2,shower - long (> 3 min),count,14,91,,,,,,,,,,
618,2,bath,count,,11,,,,,,,,,,
618,2,wash-up,count,35,34,,,,,,,,,,
618,3,use of dishwasher,count,,20,,,,,,,,,,
618,3,use of clothes washer,count,7,45,,,,,,,,,,
618,3,use of clothes dryer,count,1,18,,,,,,,,,1,
618,3,use of cooking range,count,,,,1,,,,,,,1,
618,3,use of  oven,count,8,41,,,,,,,,,1,
618,3,use of self-clean feature of electric oven,count,2,13,,,1,,,,,,,
618,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
618,4,TV/computer use,count,58,21,,,,,,,,,,
618,5,air travel - large plane,miles,2091,44,,,,,,,,,,
618,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
618,5,car trips- self only,miles,361,61,,,,,1,,,,,
618,5,car trips - driver and self,miles,13,25,,,,,1,,,,,
618,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
618,5,trips using public ground transportation,bags,19,43,,,,,,,,,,
618,6,bags of garbage disposed,bags,26,49,,,,,,,,,,
618,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
618,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
618,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
618,6,large items disposed,items,,16,,,,,,,,,,
619,1,Household heating => 70F,hours,8,87,,,,,,1,,,,
619,1,Household heating < 70F,hours,6,66,,,,,,1,,,,
619,1,Use of heat pump,hours,,52,,,,,,,,,,
619,1,Use of air conditioner,hours,24,38,,,,,,,,,,
619,2,shower - short,count,5,88,1,,,,,,,,,
619,2,shower - long (> 3 min),count,31,77,,,,1,,,,,,
619,2,bath,count,,15,1,1,,,,,,,,
619,2,wash-up,count,34,35,,,,1,,,,,,
619,3,use of dishwasher,count,,23,,,,,,,,,,
619,3,use of clothes washer,count,6,27,,,,,,,1,,,
619,3,use of clothes dryer,count,1,21,,,,,,,,,,
619,3,use of cooking range,count,,,,,,,,,,,,
619,3,use of  oven,count,12,39,,,,,,,,,,
619,3,use of self-clean feature of electric oven,count,2,16,,1,,,,,,,,
619,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
619,4,TV/computer use,count,63,23,,,,,,,,,,
619,5,air travel - large plane,miles,2450,51,,,,,,,,,,
619,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
619,5,car trips- self only,miles,297,56,,,,,1,,,,,
619,5,car trips - driver and self,miles,34,39,,,,,1,,,,,
619,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
619,5,trips using public ground transportation,bags,14,49,,,,,,,,,,
619,6,bags of garbage disposed,bags,24,46,,,,,,,,,,
619,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
619,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
619,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
619,6,large items disposed,items,1,12,,,,,,,,,,
620,1,Household heating => 70F,count,4,72,,,,,,1,,,,
620,1,Household heating < 70F,count,6,76,,,,,,1,,,,
620,1,Use of heat pump,count,,50,,,,,,,,,,
620,1,Use of air conditioner,count,14,57,,,,,,,,,,
620,2,shower - short,count,8,98,,,,,,,,,,
620,2,shower - long (> 3 min),count,18,76,,,,1,,,,,,
620,2,bath,count,,15,,,,,,,,,,
620,2,wash-up,count,52,41,,,,,,,,,,
620,3,use of dishwasher,count,,23,,,,,,,,,,
620,3,use of clothes washer,count,8,36,,,,,,,,,,
620,3,use of clothes dryer,count,1,17,,,1,,,,,,1,
620,3,use of cooking range,count,,,,,1,,,,,,1,
620,3,use of  oven,count,8,35,1,,,,,,,,1,
620,3,use of self-clean feature of electric oven,count,1,15,,,,,,,,,,
620,3,Small kitchen appliance in the home,count,53,,1,,,,,,,,,
620,4,TV/computer use,count,61,31,,1,,,,,,,,
620,5,air travel - large plane,miles,3360,49,,,,,,,,,,
620,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
620,5,car trips- self only,miles,399,56,,,,,1,,,,,
620,5,car trips - driver and self,miles,40,28,,,,,1,,,,,
620,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
620,5,trips using public ground transportation,bags,14,50,,,,,,,,,,
620,6,bags of garbage disposed,bags,18,42,,,,,,,,,,
620,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
620,6,bags of compost deposited (negative CF),bags,6,13,,,,,,,,,,
620,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
620,6,large items disposed,items,2,16,,,,,,,,,,
621,1,Household heating => 70F,hours,7,77,,,,,,1,,,,
621,1,Household heating < 70F,hours,8,82,,,1,,,1,,,,
621,1,Use of heat pump,hours,,55,,,,,,,,,,
621,1,Use of air conditioner,hours,30,38,,,,,,,,,,
621,2,shower - short,count,4,86,,,1,,,,,,,
621,2,shower - long (> 3 min),count,24,79,,,,,,,,,,
621,2,bath,count,,17,,,,,,,,,,
621,2,wash-up,count,43,35,,,,,,,,,,
621,3,use of dishwasher,count,,23,1,,,,,,,,,
621,3,use of clothes washer,count,3,36,,,,,,,,,,
621,3,use of clothes dryer,count,4,13,,,,,,,,,,
621,3,use of cooking range,count,,,,,,1,,,,,,
621,3,use of  oven,count,10,39,,,,,,,,,,
621,3,use of self-clean feature of electric oven,count,4,14,,,,,,,,,,
621,3,Small kitchen appliance in the home,count,56,,,,,,,,,,,
621,4,TV/computer use,count,64,28,,,,,,,,1,,
621,5,air travel - large plane,miles,2557,48,,,,,,,,,,
621,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
621,5,car trips- self only,miles,322,47,,,,,1,,,,,
621,5,car trips - driver and self,miles,25,19,,,,,1,,,,,
621,5,car trips - 2+ people with multiple end points,miles,27,,,,,,1,,,,,
621,5,trips using public ground transportation,bags,17,51,,,,,,,,,,
621,6,bags of garbage disposed,bags,22,46,,,,,,,,,,
621,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
621,6,bags of compost deposited (negative CF),bags,3,6,,,,,,,,,,
621,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
621,6,large items disposed,items,,18,,,,,,,,,,
622,1,Household heating => 70F,count,1,89,,1,,,,1,,,,
622,1,Household heating < 70F,count,6,60,1,,,,,1,,,,
622,1,Use of heat pump,count,,49,,1,,,,,,,,
622,1,Use of air conditioner,count,27,58,,,,1,1,,,,,
622,2,shower - short,count,7,87,,,,,,,,,,
622,2,shower - long (> 3 min),count,20,72,,,,,,,,,,
622,2,bath,count,,15,,,,,,,,,,
622,2,wash-up,count,36,28,,,,,1,,,,,
622,3,use of dishwasher,count,,22,,,,,,,,,,
622,3,use of clothes washer,count,2,44,,,,,,,,,,
622,3,use of clothes dryer,count,4,16,,,,,,,,,1,
622,3,use of cooking range,count,,,,,,,,,,,1,
622,3,use of  oven,count,8,36,1,,,,,,,,1,
622,3,use of self-clean feature of electric oven,count,1,11,,1,,,,,,,,
622,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
622,4,TV/computer use,count,59,25,1,,,,,,,,,
622,5,air travel - large plane,miles,2751,45,,,,,,,,,,
622,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
622,5,car trips- self only,miles,360,54,,,,,1,,,,,
622,5,car trips - driver and self,miles,31,19,,,,,1,,,,,
622,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
622,5,trips using public ground transportation,bags,13,57,,,,,,,,,,
622,6,bags of garbage disposed,bags,26,41,,,,,,,,,,
622,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
622,6,bags of compost deposited (negative CF),bags,4,9,,,,,,,,,,
622,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
622,6,large items disposed,items,2,19,,,,,,,,,,
623,1,Household heating => 70F,hours,5,63,,,1,,,1,,,,
623,1,Household heating < 70F,hours,3,72,,,,,,1,,,,
623,1,Use of heat pump,hours,,53,,1,,,,,,,,
623,1,Use of air conditioner,hours,13,42,,,,,,,,,,
623,2,shower - short,count,7,87,,,,,,,,,,
623,2,shower - long (> 3 min),count,26,90,,1,,,,,,,,
623,2,bath,count,,21,,1,,,,,,,,
623,2,wash-up,count,54,32,,,,,,,,,,
623,3,use of dishwasher,count,,24,1,,,,,,,,,
623,3,use of clothes washer,count,3,30,,,,,,,,,,
623,3,use of clothes dryer,count,3,12,,1,,,,,,,,
623,3,use of cooking range,count,,,,,,,,,,,,
623,3,use of  oven,count,11,38,,,,,,,,,,
623,3,use of self-clean feature of electric oven,count,4,21,,,,,,,,,,
623,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
623,4,TV/computer use,count,58,21,,,,,,,,,,
623,5,air travel - large plane,miles,2948,50,,,,,,,,,,1
623,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
623,5,car trips- self only,miles,430,56,,,,,1,,,,,
623,5,car trips - driver and self,miles,31,37,,,,,1,,,,,
623,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
623,5,trips using public ground transportation,bags,15,51,,,,,,,,,,
623,6,bags of garbage disposed,bags,21,45,,,,,,,,,,
623,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
623,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
623,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
623,6,large items disposed,items,,12,,,,,,,,,,
624,1,Household heating => 70F,count,1,92,,,,1,,1,,,,
624,1,Household heating < 70F,count,3,77,,,,,,1,,,,
624,1,Use of heat pump,count,,41,,,,,,,,,,
624,1,Use of air conditioner,count,20,46,,,1,,,,,,,
624,2,shower - short,count,5,87,,,,,,,,,,
624,2,shower - long (> 3 min),count,15,87,,,,,,,,,,
624,2,bath,count,6,11,,,,,,,,,,
624,2,wash-up,count,51,24,,,,,,,,,,
624,3,use of dishwasher,count,,23,,,,,,,1,,,
624,3,use of clothes washer,count,2,39,,,,,,,,,,
624,3,use of clothes dryer,count,2,13,,,,,,,,,1,
624,3,use of cooking range,count,,,,,,,,,,,1,
624,3,use of  oven,count,11,41,,,,,,,,,1,
624,3,use of self-clean feature of electric oven,count,4,12,1,,,,,,,,,
624,3,Small kitchen appliance in the home,count,,,,1,,,,,,,,
624,4,TV/computer use,count,58,21,,,,,,,,,,
624,5,air travel - large plane,miles,2720,48,,,,,,,,,,
624,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
624,5,car trips- self only,miles,330,62,,,,,1,,,,,
624,5,car trips - driver and self,miles,27,35,,,,,1,,,,,
624,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
624,5,trips using public ground transportation,bags,13,58,,,,,,,,,,
624,6,bags of garbage disposed,bags,22,45,,,,,,,,,,
624,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
624,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
624,6,hazardous or electric items disposed,bags,3,,,,,,,,,,,
624,6,large items disposed,items,1,13,,,,,,,,,,
625,1,Household heating => 70F,hours,3,69,1,,,,,1,,,,
625,1,Household heating < 70F,hours,2,73,,,,,,1,,,,
625,1,Use of heat pump,hours,,48,,,,,,,,,,
625,1,Use of air conditioner,hours,17,50,1,,,1,,,,,,
625,2,shower - short,count,6,88,,,,,,,,,,
625,2,shower - long (> 3 min),count,14,84,,,,,,,,,,
625,2,bath,count,,11,,,,,,,,,,
625,2,wash-up,count,32,26,,,,,,,,,,
625,3,use of dishwasher,count,,25,,,,,,,,,,
625,3,use of clothes washer,count,3,47,1,,,,,,,,,
625,3,use of clothes dryer,count,1,16,,,,,,,,,,
625,3,use of cooking range,count,,,,,,,1,,,,,
625,3,use of  oven,count,8,33,,,,,,,,,,
625,3,use of self-clean feature of electric oven,count,4,19,,,,,,,,,,
625,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
625,4,TV/computer use,count,62,26,,,,,,,,,,
625,5,air travel - large plane,miles,2094,44,,,,,,,,,,
625,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
625,5,car trips- self only,miles,317,48,,,,,1,,,,,
625,5,car trips - driver and self,miles,29,23,,,,,1,,,,,
625,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
625,5,trips using public ground transportation,bags,16,45,,,,,,,,,,
625,6,bags of garbage disposed,bags,28,48,,,,,,,,,,
625,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
625,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
625,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
625,6,large items disposed,items,,18,,,,,,,,,,
626,1,Household heating => 70F,count,7,69,,,,1,,1,,,,
626,1,Household heating < 70F,count,3,61,,,,,,1,,,,
626,1,Use of heat pump,count,,44,,,,,,,,,,
626,1,Use of air conditioner,count,12,43,,,,,,,,,,
626,2,shower - short,count,3,95,,1,,,,,,,,
626,2,shower - long (> 3 min),count,23,73,,,,,,,,,,
626,2,bath,count,6,22,,,,,,,,,,
626,2,wash-up,count,41,27,,,,,,,,,,
626,3,use of dishwasher,count,14,20,,,,,,,,,,
626,3,use of clothes washer,count,4,40,,,,,,,,,,
626,3,use of clothes dryer,count,2,17,,,,,1,,,,1,
626,3,use of cooking range,count,,,,,,,,,,,1,
626,3,use of  oven,count,10,36,,,,,,,,,1,
626,3,use of self-clean feature of electric oven,count,2,17,,,,,,,,,,
626,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
626,4,TV/computer use,count,62,26,,,,,,,,,,
626,5,air travel - large plane,miles,2942,50,,,,,,,,,,
626,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
626,5,car trips- self only,miles,430,47,,,,,1,,,,,
626,5,car trips - driver and self,miles,39,33,,,,,1,,,,,
626,5,car trips - 2+ people with multiple end points,miles,20,,,,,,1,,,,,
626,5,trips using public ground transportation,bags,12,45,,,,,,,,,,
626,6,bags of garbage disposed,bags,25,50,,,,,,,,,,
626,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
626,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
626,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
626,6,large items disposed,items,1,16,,,,,,,,,,
