"","Indnum","Activity","solar_powered_water_heater","gas_water_heater","electric_water_heater_peak_hour","electric_water_heater_off_peak","gas","natural_gas","hybrid","electric_peak_hours","electric_off_peak_hours","jetfuel"
"15922",590,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"15923",590,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"15924",590,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"15925",590,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"15926",590,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"15927",590,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"15928",590,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"15929",590,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"15930",590,"large items disposed",0,0,0,0,0,0,0,0,0,0
"15931",591,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"15932",591,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"15933",591,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"15934",591,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"15935",591,"shower - short",0,0,0,0,0,0,0,0,0,0
"15936",591,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"15937",591,"bath",0,0,0,0,0,0,0,0,0,0
"15938",591,"wash-up",0,0,0,0,0,0,0,0,0,0
"15939",591,"use of dishwasher",0,1,0,0,0,0,0,0,0,0
"15940",591,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"15941",591,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"15942",591,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"15943",591,"use of  oven",0,1,0,0,0,0,0,0,0,0
"15944",591,"use of self-clean feature of electric oven",1,0,0,0,0,0,0,0,0,0
"15945",591,"Small kitchen appliance in the home",0,0,0,1,0,0,0,0,0,0
"15946",591,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"15947",591,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"15948",591,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"15949",591,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"15950",591,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"15951",591,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"15952",591,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"15953",591,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"15954",591,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"15955",591,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"15956",591,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"15957",591,"large items disposed",0,0,0,0,0,0,0,0,0,0
"15958",592,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"15959",592,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"15960",592,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"15961",592,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"15962",592,"shower - short",0,0,0,0,0,0,0,0,0,0
"15963",592,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"15964",592,"bath",0,0,0,0,0,0,0,0,0,0
"15965",592,"wash-up",0,0,0,0,0,0,0,0,0,0
"15966",592,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"15967",592,"use of clothes washer",0,1,0,0,0,0,0,0,0,0
"15968",592,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"15969",592,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"15970",592,"use of  oven",0,0,0,0,0,0,0,0,1,0
"15971",592,"use of self-clean feature of electric oven",0,0,0,1,0,0,0,0,0,0
"15972",592,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"15973",592,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"15974",592,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"15975",592,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,1
"15976",592,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"15977",592,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"15978",592,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"15979",592,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"15980",592,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"15981",592,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"15982",592,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"15983",592,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"15984",592,"large items disposed",0,0,0,0,0,0,0,0,0,0
"15985",593,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"15986",593,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"15987",593,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"15988",593,"Use of air conditioner",0,1,1,0,0,0,0,0,0,0
"15989",593,"shower - short",0,0,0,0,0,0,0,0,0,0
"15990",593,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"15991",593,"bath",0,0,0,0,0,0,0,0,0,0
"15992",593,"wash-up",0,0,0,0,0,0,0,0,0,0
"15993",593,"use of dishwasher",0,0,0,0,0,0,0,1,0,0
"15994",593,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"15995",593,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"15996",593,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"15997",593,"use of  oven",0,0,0,0,0,0,0,0,0,0
"15998",593,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"15999",593,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16000",593,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16001",593,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"16002",593,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"16003",593,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16004",593,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16005",593,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16006",593,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16007",593,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16008",593,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16009",593,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16010",593,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16011",593,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16012",594,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"16013",594,"Household heating < 70F",0,0,1,1,0,1,0,0,0,0
"16014",594,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"16015",594,"Use of air conditioner",0,1,0,0,0,0,0,0,0,0
"16016",594,"shower - short",0,0,1,1,0,0,0,0,0,0
"16017",594,"shower - long (> 3 min)",0,0,1,0,0,0,0,0,0,0
"16018",594,"bath",0,0,0,0,0,0,0,0,0,0
"16019",594,"wash-up",0,0,0,0,0,0,0,0,0,0
"16020",594,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16021",594,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16022",594,"use of clothes dryer",1,0,0,0,0,0,0,0,1,0
"16023",594,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"16024",594,"use of  oven",0,0,0,0,0,0,0,0,1,0
"16025",594,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"16026",594,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16027",594,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16028",594,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"16029",594,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"16030",594,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16031",594,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16032",594,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16033",594,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16034",594,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16035",594,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16036",594,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16037",594,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16038",594,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16039",595,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"16040",595,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"16041",595,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"16042",595,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"16043",595,"shower - short",0,0,0,0,0,0,0,0,0,0
"16044",595,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"16045",595,"bath",0,0,0,0,0,0,0,0,0,0
"16046",595,"wash-up",0,0,0,0,0,0,0,0,0,0
"16047",595,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16048",595,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16049",595,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"16050",595,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"16051",595,"use of  oven",0,0,0,0,0,0,0,0,0,0
"16052",595,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"16053",595,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16054",595,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16055",595,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"16056",595,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"16057",595,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16058",595,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16059",595,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16060",595,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16061",595,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16062",595,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16063",595,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16064",595,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16065",595,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16066",596,"Household heating => 70F",0,0,1,0,0,1,0,0,0,0
"16067",596,"Household heating < 70F",0,0,0,1,0,1,0,0,0,0
"16068",596,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"16069",596,"Use of air conditioner",0,0,1,0,0,0,0,0,0,0
"16070",596,"shower - short",1,0,0,0,0,0,0,0,0,0
"16071",596,"shower - long (> 3 min)",0,0,1,0,0,0,0,0,0,0
"16072",596,"bath",0,0,0,1,0,0,0,0,0,0
"16073",596,"wash-up",0,0,0,0,0,0,0,0,0,0
"16074",596,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16075",596,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16076",596,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"16077",596,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"16078",596,"use of  oven",0,0,0,0,0,0,0,0,1,0
"16079",596,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"16080",596,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16081",596,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16082",596,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"16083",596,"air travel - small  plane (<50 seats)",0,0,0,0,1,0,0,0,0,0
"16084",596,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16085",596,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16086",596,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16087",596,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16088",596,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16089",596,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16090",596,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16091",596,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16092",596,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16093",597,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"16094",597,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"16095",597,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"16096",597,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"16097",597,"shower - short",0,0,0,0,0,0,0,0,0,0
"16098",597,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"16099",597,"bath",0,0,0,0,0,0,0,0,0,0
"16100",597,"wash-up",0,0,0,0,0,0,0,0,0,0
"16101",597,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16102",597,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16103",597,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"16104",597,"use of cooking range",0,1,0,0,0,0,0,0,0,0
"16105",597,"use of  oven",0,0,0,0,0,0,0,0,0,0
"16106",597,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"16107",597,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16108",597,"TV/computer use",0,0,0,1,0,0,0,0,0,0
"16109",597,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"16110",597,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,1
"16111",597,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16112",597,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16113",597,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16114",597,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16115",597,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16116",597,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16117",597,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16118",597,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16119",597,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16120",598,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"16121",598,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"16122",598,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"16123",598,"Use of air conditioner",0,1,0,1,0,0,0,0,0,0
"16124",598,"shower - short",0,1,0,0,0,0,0,0,0,0
"16125",598,"shower - long (> 3 min)",1,0,0,0,0,0,0,0,0,0
"16126",598,"bath",0,0,0,0,0,0,0,0,0,0
"16127",598,"wash-up",0,0,0,1,0,0,0,0,0,0
"16128",598,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16129",598,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16130",598,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"16131",598,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"16132",598,"use of  oven",0,0,0,0,0,0,0,0,1,0
"16133",598,"use of self-clean feature of electric oven",0,1,0,0,0,0,0,0,0,0
"16134",598,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16135",598,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16136",598,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"16137",598,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,1
"16138",598,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16139",598,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16140",598,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16141",598,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16142",598,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16143",598,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16144",598,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16145",598,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16146",598,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16147",599,"Household heating => 70F",0,0,0,0,1,1,0,0,0,0
"16148",599,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"16149",599,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"16150",599,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"16151",599,"shower - short",0,0,0,0,0,0,0,0,0,0
"16152",599,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"16153",599,"bath",0,0,0,0,0,0,0,0,0,0
"16154",599,"wash-up",0,0,0,0,1,0,0,0,0,0
"16155",599,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16156",599,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16157",599,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"16158",599,"use of cooking range",0,0,0,1,0,0,0,0,0,0
"16159",599,"use of  oven",0,0,0,0,0,0,0,0,0,0
"16160",599,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"16161",599,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16162",599,"TV/computer use",0,0,1,0,0,0,0,0,0,0
"16163",599,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"16164",599,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,1
"16165",599,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16166",599,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16167",599,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16168",599,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16169",599,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16170",599,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16171",599,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16172",599,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16173",599,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16174",600,"Household heating => 70F",0,0,0,0,0,1,0,1,0,0
"16175",600,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"16176",600,"Use of heat pump",0,0,0,1,0,0,0,0,0,0
"16177",600,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"16178",600,"shower - short",0,0,0,0,0,0,0,0,0,0
"16179",600,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"16180",600,"bath",0,0,0,0,0,0,0,0,0,0
"16181",600,"wash-up",0,0,0,0,0,0,0,0,0,0
"16182",600,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16183",600,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16184",600,"use of clothes dryer",1,0,0,0,0,0,0,0,1,0
"16185",600,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"16186",600,"use of  oven",0,0,0,0,0,0,1,0,1,0
"16187",600,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"16188",600,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16189",600,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16190",600,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"16191",600,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"16192",600,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16193",600,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16194",600,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16195",600,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16196",600,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16197",600,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16198",600,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16199",600,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16200",600,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16201",601,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"16202",601,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"16203",601,"Use of heat pump",0,0,0,1,0,0,0,0,0,0
"16204",601,"Use of air conditioner",1,0,0,0,0,0,0,0,0,0
"16205",601,"shower - short",0,0,0,0,0,0,0,0,0,0
"16206",601,"shower - long (> 3 min)",0,1,0,0,0,0,0,0,0,0
"16207",601,"bath",0,0,0,0,0,0,0,0,0,0
"16208",601,"wash-up",0,0,0,0,0,0,0,0,0,0
"16209",601,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16210",601,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16211",601,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"16212",601,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"16213",601,"use of  oven",0,0,0,0,0,0,0,0,0,0
"16214",601,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"16215",601,"Small kitchen appliance in the home",0,1,0,0,0,0,0,0,0,0
"16216",601,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16217",601,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"16218",601,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,1
"16219",601,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16220",601,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16221",601,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16222",601,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16223",601,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16224",601,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16225",601,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16226",601,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16227",601,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16228",602,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"16229",602,"Household heating < 70F",0,0,1,0,0,1,0,0,0,0
"16230",602,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"16231",602,"Use of air conditioner",0,0,0,1,0,0,0,0,0,0
"16232",602,"shower - short",0,0,0,0,0,0,0,0,0,0
"16233",602,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"16234",602,"bath",0,0,0,0,0,0,0,0,0,0
"16235",602,"wash-up",0,0,0,0,0,0,0,0,0,0
"16236",602,"use of dishwasher",1,0,0,0,0,0,0,0,0,0
"16237",602,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16238",602,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"16239",602,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"16240",602,"use of  oven",0,0,1,0,0,0,0,0,1,0
"16241",602,"use of self-clean feature of electric oven",0,1,0,0,0,0,0,0,0,0
"16242",602,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16243",602,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16244",602,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"16245",602,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"16246",602,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16247",602,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16248",602,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16249",602,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16250",602,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16251",602,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16252",602,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16253",602,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16254",602,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16255",603,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"16256",603,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"16257",603,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"16258",603,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"16259",603,"shower - short",0,0,0,0,0,0,0,0,0,0
"16260",603,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"16261",603,"bath",0,0,0,0,0,0,0,0,0,0
"16262",603,"wash-up",0,0,0,0,0,0,0,0,0,0
"16263",603,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16264",603,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16265",603,"use of clothes dryer",0,1,0,0,0,0,0,0,0,0
"16266",603,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"16267",603,"use of  oven",1,0,0,0,0,0,0,0,0,0
"16268",603,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"16269",603,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16270",603,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16271",603,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"16272",603,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"16273",603,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16274",603,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"16275",603,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"16276",603,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"16277",603,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"16278",603,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16279",603,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"16280",603,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"16281",603,"large items disposed",0,0,0,0,0,0,0,0,0,0
"16282",604,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"16283",604,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"16284",604,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"16285",604,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"16286",604,"shower - short",0,0,0,0,0,0,0,0,0,0
"16287",604,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"16288",604,"bath",0,0,0,0,0,0,0,0,0,0
"16289",604,"wash-up",0,0,0,0,0,0,0,0,0,0
"16290",604,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"16291",604,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"16292",604,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"16293",604,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"16294",604,"use of  oven",0,0,0,0,0,0,0,0,1,0
"16295",604,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"16296",604,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"16297",604,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"16298",604,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"16299",604,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"16300",604,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"16301",604,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
